"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL28527";"MAVACOXIB";"MAVACOXIB|PHA 739,521|PHA-739521|TROCOXIL";"Small molecule";"-1.0";"385.34";"5";"11";"3.34";"77.98";"4";"1";"0";"3";"N";"0.70";"10.60";"None";"3.64";"3.64";"3";"MOL";"0";"26";"5";"2";"0";"385.0508";"-1.69";"NEUTRAL";"C16H11F4N3O2S";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1";"TTZNQDOUNXBMJV-UHFFFAOYSA-N"
"CHEMBL4298140";"TOMIVOSERTIB HYDROCHLORIDE";"TOMIVOSERTIB HYDROCHLORIDE|eFT508HCl";"Small molecule";"-1.0";"376.85";"4";"4";"1.63";"114.93";"7";"3";"0";"2";"N";"0.77";"10.84";"6.35";"0.82";"0.79";"2";"MOL";"0";"25";"8";"4";"0";"340.1648";"-0.36";"NEUTRAL";"C17H21ClN6O2";"Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1.Cl";"WBGPPUUXCGKTSC-UHFFFAOYSA-N"
"CHEMBL4298173";"ZOTIRACICLIB CITRATE";"TG-02 CITRATE|TG02 citrate|ZOTIRACICLIB CITRATE";"Small molecule";"-1.0";"564.60";"";"";"4.66";"50.28";"5";"1";"0";"0";"N";"0.58";"13.21";"7.36";"4.63";"4.35";"3";"MOL";"0";"28";"5";"1";"0";"372.1950";"0.65";"NEUTRAL";"C29H32N4O8";"CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1.O=C(O)CC(O)(CC(=O)O)C(=O)O";"NWYDRHSNEATNRI-SQQVDAMQSA-N"
"CHEMBL282731";"CICHORIC ACID";"L-chicoric acid|cichoric acid";"Small molecule";"";"474.37";"33";"92";"1.23";"208.12";"10";"6";"1";"9";"N";"0.17";"2.72";"None";"3.02";"-3.15";"2";"MOL";"-1";"34";"12";"6";"2";"474.0798";"0.71";"ACID";"C22H18O12";"O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O";"YDDGKXBLOXEEMN-IABMMNSOSA-N"
"CHEMBL3989608";"ZABICIPRIL";"ZABICIPRIL";"Small molecule";"-1.0";"416.52";"";"";"2.38";"95.94";"5";"2";"0";"9";"N";"0.60";"3.75";"5.20";"1.47";"-0.18";"1";"MOL";"0";"30";"7";"2";"0";"416.2311";"0.00";"ACID";"C23H32N2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCC(CC2)[C@H]1C(=O)O";"OMGPCTGQLHHVDU-SSXGPBTGSA-N"
"CHEMBL2104622";"CAMONAGREL";"CAMONAGREL";"Small molecule";"-1.0";"272.30";"";"";"2.08";"64.35";"4";"1";"0";"5";"N";"0.90";"3.95";"6.49";"1.15";"0.19";"2";"MOL";"0";"20";"5";"1";"0";"272.1161";"-0.74";"ACID";"C15H16N2O3";"O=C(O)C1CCc2cc(OCCn3ccnc3)ccc21";"IRWWXLHSNMVHNY-UHFFFAOYSA-N"
"CHEMBL2105796";"BENURESTAT";"BENURESTAT|EU-2826|NSC-220913";"Small molecule";"-1.0";"228.63";"2";"4";"0.58";"78.43";"3";"3";"0";"3";"N";"0.52";"8.75";"None";"0.32";"0.30";"1";"MOL";"0";"15";"5";"3";"0";"228.0302";"-1.25";"NEUTRAL";"C9H9ClN2O3";"O=C(CNC(=O)c1ccc(Cl)cc1)NO";"JFZGBMJPJZDNNT-UHFFFAOYSA-N"
"CHEMBL2218880";"CRILVASTATIN";"CRILVASTATIN|PMD-387";"Small molecule";"-1.0";"253.34";"";"";"2.02";"55.40";"3";"1";"0";"2";"Y";"0.77";"11.50";"None";"1.93";"1.93";"0";"MOL";"0";"18";"4";"1";"0";"253.1678";"0.76";"NEUTRAL";"C14H23NO3";"CC1CC(OC(=O)[C@@H]2CCC(=O)N2)CC(C)(C)C1";"FXAAOALUHHXBSO-ILDUYXDCSA-N"
"CHEMBL309962";"RENTIAPRIL";"RENTIAPRIL|Rentiapril";"Small molecule";"-1.0";"313.40";"1";"1";"1.74";"77.84";"5";"3";"0";"4";"N";"0.74";"3.59";"None";"1.76";"-1.60";"1";"MOL";"0";"20";"5";"2";"0";"313.0442";"-0.17";"ACID";"C13H15NO4S2";"O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS";"BSHDUMDXSRLRBI-JOYOIKCWSA-N"
"CHEMBL2105197";"MOVELTIPRIL";"ALTIOPRIL|MOVELTIPRIL";"Small molecule";"-1.0";"398.53";"";"";"2.04";"103.78";"5";"2";"0";"7";"N";"0.68";"3.55";"None";"2.14";"-1.22";"0";"MOL";"0";"27";"7";"2";"0";"398.1875";"-0.62";"ACID";"C19H30N2O5S";"C[C@H](CSC(=O)[C@@H](C)NC(=O)C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)O";"QIJLJZOGPPQCOG-NFAWXSAZSA-N"
"CHEMBL342372";"UTIBAPRILAT";"UTIBAPRILAT|Utibaprilat";"Small molecule";"-1.0";"421.52";"3";"5";"2.40";"119.30";"6";"3";"0";"8";"N";"0.59";"2.76";"7.36";"1.08";"-2.31";"1";"MOL";"0";"29";"8";"3";"0";"421.1671";"-0.21";"ACID";"C20H27N3O5S";"C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1N=C(C(C)(C)C)S[C@H]1C(=O)O";"APWZQGVRPRWXQK-NOLJZWGESA-N"
"CHEMBL4783351";"EMAVUSERTIB";"AU-4948|CA-4948|EMAVUSERTIB";"Small molecule";"1.0";"491.51";"27";"83";"2.24";"142.88";"11";"2";"1";"5";"N";"0.42";"12.92";"3.51";"1.32";"1.32";"4";"MOL";"0";"36";"12";"2";"1";"491.1917";"-1.34";"NEUTRAL";"C24H25N7O5";"Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1";"SJHNWSAWWOAWJH-MRXNPFEDSA-N"
"CHEMBL73151";"TERGURIDE";"TELURON|TERGURIDE|Terguride";"Small molecule";"-1.0";"340.47";"21";"30";"2.93";"51.37";"2";"2";"0";"3";"N";"0.90";"None";"7.51";"2.20";"1.84";"2";"MOL";"0";"25";"5";"2";"0";"340.2263";"0.06";"NEUTRAL";"C20H28N4O";"CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1";"JOAHPSVPXZTVEP-YXJHDRRASA-N"
"CHEMBL3422109";"AVANBULIN";"AVANBULIN|BAL-27862|BAL27862";"Small molecule";"-1.0";"387.40";"1";"1";"2.88";"135.65";"9";"2";"0";"7";"N";"0.28";"None";"3.30";"1.73";"1.73";"4";"MOL";"0";"29";"9";"3";"0";"387.1444";"-1.57";"NEUTRAL";"C20H17N7O2";"N#CCCNc1nonc1-c1nc2ccccc2n1CC(=O)c1ccc(N)cc1";"LSFOZQQVTWFMNS-UHFFFAOYSA-N"
"CHEMBL3644456";"";"";"Small molecule";"";"432.49";"1";"1";"2.00";"81.22";"7";"1";"0";"3";"N";"0.75";"None";"9.10";"0.80";"-0.90";"2";"MOL";"-1";"28";"6";"2";"0";"432.0902";"-0.69";"BASE";"C17H19F3N4O2S2";"CS(=O)(=O)n1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2";"WOAQTPZMMMSKNP-JJNQEZICSA-N"
"CHEMBL513818";"";"";"Small molecule";"";"568.14";"5";"6";"3.77";"142.37";"5";"4";"1";"10";"N";"0.22";"9.80";"11.49";"2.92";"-1.53";"3";"MOL";"-1";"39";"8";"6";"2";"567.2071";"-0.94";"BASE";"C29H34ClN5O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccccc3Cl)c2)C(=O)N2CCC(CCN)CC2)c1";"GYNIHHFDCVUJCX-UHFFFAOYSA-N"
"CHEMBL17331";"PD-169316";"PD-169316";"Small molecule";"";"360.35";"300";"618";"4.85";"84.71";"4";"1";"0";"4";"N";"0.42";"11.75";"5.12";"4.34";"4.34";"4";"MOL";"-1";"27";"6";"1";"0";"360.1023";"-1.40";"NEUTRAL";"C20H13FN4O2";"O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1";"BGIYKDUASORTBB-UHFFFAOYSA-N"
"CHEMBL409450";"6BIO";"";"Small molecule";"";"356.18";"300";"704";"3.42";"73.72";"4";"3";"0";"0";"N";"0.38";"6.89";"0.96";"2.56";"1.94";"2";"MOL";"-1";"22";"5";"3";"0";"354.9956";"0.17";"NEUTRAL";"C16H10BrN3O2";"O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O";"DDLZLOKCJHBUHD-WAVHTBQISA-N"
"CHEMBL2170597";"";"";"Small molecule";"";"306.33";"2";"9";"3.66";"87.14";"5";"3";"0";"5";"N";"0.67";"3.49";"5.37";"3.01";"1.15";"3";"MOL";"-1";"23";"6";"3";"0";"306.1117";"-1.04";"ACID";"C17H14N4O2";"O=C(O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1";"BUKMSYYNNHEANR-UHFFFAOYSA-N"
"CHEMBL261932";"TANOMASTAT";"BAY 12-9566|BAY-12-9566|BAY-129566|TANOMASTAT|Tanomastat";"Small molecule";"-1.0";"410.92";"5";"9";"6.07";"54.37";"3";"1";"1";"8";"N";"0.36";"4.18";"None";"5.89";"2.84";"3";"MOL";"0";"28";"3";"1";"1";"410.0743";"-0.50";"ACID";"C23H19ClO3S";"O=C(C[C@H](CSc1ccccc1)C(=O)O)c1ccc(-c2ccc(Cl)cc2)cc1";"JXAGDPXECXQWBC-LJQANCHMSA-N"
"CHEMBL63440";"ALOXISTATIN";"ALOXISTATIN|Aloxistatin|LOXISTATIN|NSC-694281";"Small molecule";"-1.0";"342.44";"30";"74";"1.01";"97.03";"5";"2";"0";"10";"N";"0.46";"12.37";"None";"1.58";"1.58";"0";"MOL";"0";"24";"7";"2";"0";"342.2155";"-0.02";"NEUTRAL";"C17H30N2O5";"CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C";"SRVFFFJZQVENJC-IHRRRGAJSA-N"
"CHEMBL3640070";"";"";"Small molecule";"";"400.52";"1";"1";"2.70";"75.71";"4";"1";"0";"5";"N";"0.82";"None";"None";"3.16";"3.16";"1";"MOL";"-1";"29";"6";"1";"0";"400.2362";"-0.17";"NEUTRAL";"C23H32N2O4";"CC(C)C[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)N1CC[C@H]2OCC(=O)[C@H]21";"BTWAXUGBELJFAA-DFQSSKMNSA-N"
"CHEMBL2105739";"OCLACITINIB MALEATE";"APOQUEL|OCLACITINIB MALEATE|PF-03394197-11";"Small molecule";"-1.0";"453.52";"";"";"1.45";"90.98";"5";"2";"0";"5";"N";"0.86";"8.72";"3.43";"0.62";"0.60";"0";"MOL";"0";"23";"7";"2";"0";"337.1572";"-1.11";"NEUTRAL";"C19H27N5O6S";"CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1.O=C(O)/C=C\C(=O)O";"VQIGDTLRBSNOBV-VQIYXBGXSA-N"
"CHEMBL2104184";"BRASOFENSINE";"BRASOFENSINE";"Small molecule";"-1.0";"327.26";"";"";"4.19";"24.83";"3";"0";"0";"3";"N";"0.61";"None";"9.15";"3.80";"2.05";"1";"MOL";"0";"21";"3";"0";"0";"326.0953";"-0.11";"BASE";"C16H20Cl2N2O";"CO/N=C/[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C";"NRLIFEGHTNUYFL-QJDHNRDASA-N"
"CHEMBL2104854";"IZONSTERIDE";"IZONSTERIDE|LY-320236|LY320236";"Small molecule";"-1.0";"422.62";"";"";"5.83";"33.20";"4";"0";"1";"3";"N";"0.53";"None";"1.08";"6.48";"6.48";"3";"MOL";"0";"29";"3";"0";"1";"422.1487";"-0.38";"NEUTRAL";"C24H26N2OS2";"CCc1cccc2sc(Sc3ccc4c(c3)CC[C@H]3N(C)C(=O)CC[C@]43C)nc12";"VMGWGDPZHXPFTC-HYBUGGRVSA-N"
"CHEMBL496748";"IOFOLASTAT";"IOFOLASTAT";"Small molecule";"1.0";"535.34";"1";"1";"1.62";"165.06";"5";"6";"2";"14";"N";"0.15";"3.03";"9.54";"-0.97";"-7.29";"1";"MOL";"0";"30";"10";"6";"2";"535.0815";"-0.42";"ZWITTERION";"C19H26IN3O7";"O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc(I)cc1)C(=O)O)C(=O)O";"OXUUJYOSVPMNKP-GJZGRUSLSA-N"
"CHEMBL144613";"";"";"Small molecule";"";"361.35";"2";"5";"1.00";"158.07";"6";"4";"0";"3";"N";"0.59";"-2.75";"None";"0.26";"-4.55";"2";"MOL";"-1";"23";"9";"4";"0";"360.9926";"-0.26";"ACID";"C12H11NO8S2";"CC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12";"DACUJXBUANTBKE-UHFFFAOYSA-N"
"CHEMBL1084866";"";"";"Small molecule";"";"429.91";"2";"4";"5.52";"70.56";"3";"2";"1";"6";"N";"0.24";"11.84";"1.56";"4.95";"4.95";"4";"MOL";"-1";"31";"5";"2";"1";"429.1244";"-1.44";"NEUTRAL";"C25H20ClN3O2";"O=C(CCC(=O)Nc1cccc(Cl)c1)N/N=C/c1c2ccccc2cc2ccccc12";"OJLFRDWWYAPUAJ-JVWAILMASA-N"
"CHEMBL460810";"";"";"Small molecule";"";"561.75";"5";"6";"3.68";"142.37";"5";"4";"1";"11";"N";"0.21";"9.81";"11.49";"3.28";"-1.18";"3";"MOL";"-1";"40";"8";"6";"2";"561.2774";"-0.87";"BASE";"C31H39N5O3S";"CCc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1";"QBIQHSJYZKKJPJ-UHFFFAOYSA-N"
"CHEMBL3644455";"";"";"Small molecule";"";"426.51";"1";"1";"2.96";"67.31";"6";"2";"0";"4";"N";"0.74";"None";"9.10";"2.11";"0.42";"2";"MOL";"-1";"29";"5";"3";"0";"426.1701";"-0.49";"BASE";"C20H25F3N4OS";"CC(C)(O)Cn1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2";"DDPWHIKHAPGKNY-MSJIKYQXSA-N"
"CHEMBL355001";"SULFAMIDE";"Sulfuric Diamide";"Small molecule";"";"96.11";"29";"166";"-1.85";"86.18";"2";"2";"0";"0";"N";"0.37";"13.00";"None";"-1.99";"-1.99";"0";"MOL";"-1";"5";"4";"4";"0";"95.9993";"-0.87";"NEUTRAL";"H4N2O2S";"NS(N)(=O)=O";"NVBFHJWHLNUMCV-UHFFFAOYSA-N"
"CHEMBL28196";"ISBOGREL";"ISBOGREL|Isbogrel";"Small molecule";"-1.0";"281.36";"6";"16";"4.16";"50.19";"2";"1";"0";"7";"N";"0.78";"4.08";"4.82";"3.01";"0.79";"2";"MOL";"0";"21";"3";"1";"0";"281.1416";"0.20";"ACID";"C18H19NO2";"O=C(O)CCCC/C=C(/c1ccccc1)c1cccnc1";"UWPBQLKEHGGKKD-BOPFTXTBSA-N"
"CHEMBL19611";"ILOMASTAT";"GALARDIN|GM6001|ILOMASTAT";"Small molecule";"-1.0";"388.47";"38";"187";"1.50";"123.32";"4";"5";"0";"9";"N";"0.33";"8.90";"None";"1.15";"1.13";"2";"MOL";"0";"28";"8";"5";"0";"388.2111";"0.03";"NEUTRAL";"C20H28N4O4";"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C";"NITYDPDXAAFEIT-DYVFJYSZSA-N"
"CHEMBL3639433";"";"";"Small molecule";"";"416.42";"1";"1";"3.66";"55.04";"5";"1";"0";"2";"N";"0.76";"None";"9.13";"3.21";"1.49";"2";"MOL";"-1";"28";"4";"2";"0";"416.1094";"-0.97";"BASE";"C18H17F5N4S";"N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CSC1c1cc(F)ccc1F";"UVPKYEKLTNQJJY-URONZZCZSA-N"
"CHEMBL1201368";"PERINDOPRILAT";"PERINDOPRIL DIACID FORM|PERINDOPRIL RELATED COMPOUND B|PERINDOPRILAT|S-9780";"Small molecule";"-1.0";"340.42";"6";"15";"1.46";"106.94";"4";"3";"0";"7";"N";"0.65";"3.08";"8.06";"-0.85";"-3.88";"0";"MOL";"0";"24";"7";"3";"0";"340.1998";"0.26";"ACID";"C17H28N2O5";"CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O";"ODAIHABQVKJNIY-PEDHHIEDSA-N"
"CHEMBL325695";"FASIDOTRIL";"ALADOTRIL|ALATRIOPRIL|BP-1137|FASIDOTRIL";"Small molecule";"-1.0";"443.52";"1";"1";"3.10";"90.93";"7";"1";"0";"9";"N";"0.60";"12.08";"None";"3.37";"3.37";"2";"MOL";"0";"31";"7";"1";"0";"443.1403";"-0.04";"NEUTRAL";"C23H25NO6S";"CC(=O)SC[C@@H](Cc1ccc2c(c1)OCO2)C(=O)N[C@@H](C)C(=O)OCc1ccccc1";"KKBIUAUSZKGNOA-HNAYVOBHSA-N"
"CHEMBL85959";"ENAZADREM";"CP-70490|ENAZADREM";"Small molecule";"-1.0";"299.42";"1";"1";"4.01";"58.04";"4";"2";"0";"8";"N";"0.72";"10.46";"5.31";"3.95";"3.95";"2";"MOL";"0";"22";"4";"2";"0";"299.1998";"-0.44";"NEUTRAL";"C18H25N3O";"Cc1nc(NCCCCCCc2ccccc2)nc(C)c1O";"NRGYTONERIQIBW-UHFFFAOYSA-N"
"CHEMBL42126";"PICLAMILAST";"PICLAMILAST|RP 73401|RP-73041|RP-73401|RP73401|RPR-73401";"Small molecule";"-1.0";"381.26";"20";"258";"4.97";"60.45";"4";"1";"0";"5";"N";"0.79";"13.43";"2.40";"4.09";"4.09";"2";"MOL";"0";"25";"5";"1";"0";"380.0694";"-0.72";"NEUTRAL";"C18H18Cl2N2O3";"COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1";"RRRUXBQSQLKHEL-UHFFFAOYSA-N"
"CHEMBL489079";"MOFEGILINE";"MOFEGILINE";"Small molecule";"-1.0";"197.23";"12";"29";"2.57";"26.02";"1";"1";"0";"4";"N";"0.79";"None";"9.57";"2.37";"0.25";"1";"MOL";"0";"14";"1";"2";"0";"197.1016";"-0.41";"BASE";"C11H13F2N";"NC/C(=C/F)CCc1ccc(F)cc1";"VXLBSYHAEKDUSU-JXMROGBWSA-N"
"CHEMBL280728";"RIDOGREL";"R 68070|R-68070|RIDOGREL";"Small molecule";"-1.0";"366.34";"9";"40";"4.12";"71.78";"4";"1";"0";"8";"N";"0.43";"3.49";"4.25";"3.14";"0.62";"2";"MOL";"0";"26";"5";"1";"0";"366.1191";"-0.70";"ACID";"C18H17F3N2O3";"O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1";"GLLPUTYLZIKEGF-HAVVHWLPSA-N"
"CHEMBL70620";"";"";"Small molecule";"";"371.48";"3";"7";"0.82";"121.52";"6";"5";"0";"9";"N";"0.41";"3.31";"7.92";"-1.59";"-1.69";"1";"MOL";"-1";"24";"7";"5";"0";"371.0973";"-0.74";"ACID";"C15H21N3O4S2";"CSCC[C@H](NC(=O)c1ccc(NC(=O)[C@@H](N)CS)cc1)C(=O)O";"QZVAZQOXHOMYJF-RYUDHWBXSA-N"
"CHEMBL2146090";"DANOPREVIR SODIUM";"DANOPREVIR SODIUM|ITMN-191|R-7227|R7227|RO5190591-001";"Small molecule";"-1.0";"753.83";"";"";"3.14";"180.52";"9";"3";"1";"5";"N";"0.38";"3.77";"None";"2.55";"1.61";"1";"MOL";"0";"51";"14";"3";"2";"731.3000";"-0.24";"ACID";"C35H45FN5NaO9S";"CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)[N-]S(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O.[Na+]";"GXYYUDQAGCVAGJ-HHGSPMIASA-M"
"CHEMBL2106525";"BRASOFENSINE MALEATE";"BMS-204756-07|BRASOFENSINE MALEATE|NS 2214|NS-2214";"Small molecule";"-1.0";"443.33";"";"";"4.19";"24.83";"3";"0";"0";"3";"N";"0.61";"None";"9.15";"3.80";"2.05";"1";"MOL";"0";"21";"3";"0";"0";"326.0953";"-0.11";"BASE";"C20H24Cl2N2O5";"CO/N=C/[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C.O=C(O)/C=C\C(=O)O";"XVXRAWKEYKMWFS-YGPNHCCBSA-N"
"CHEMBL2105433";"PATAMOSTAT";"PATAMOSTAT";"Small molecule";"-1.0";"412.47";"";"";"2.45";"125.58";"6";"3";"0";"7";"N";"0.16";"None";"8.40";"2.04";"1.01";"2";"MOL";"0";"29";"8";"4";"0";"412.1205";"-1.06";"NEUTRAL";"C20H20N4O4S";"N=C(N)Nc1ccc(C(=O)Oc2ccc(SCCN3C(=O)CCC3=O)cc2)cc1";"ILRQPCQIFIURTG-UHFFFAOYSA-N"
"CHEMBL2105279";"PUMAPRAZOLE";"PUMAPRAZOLE";"Small molecule";"-1.0";"338.41";"1";"2";"4.05";"67.66";"5";"2";"0";"4";"N";"0.75";"12.85";"7.04";"2.66";"2.51";"3";"MOL";"0";"25";"6";"2";"0";"338.1743";"-1.35";"NEUTRAL";"C19H22N4O2";"COC(=O)Nc1cccc(C)c1CNc1cccn2c(C)c(C)nc12";"NZQTVUWEPPDOKK-UHFFFAOYSA-N"
"CHEMBL2105038";"DOMOXIN";"DA 641|DOMOXIN|DOMOXIN HYDROGEN TARTRATE|HYDRAZINOXANE|IS 2596|IS-2596";"Small molecule";"-1.0";"270.33";"";"";"2.20";"47.72";"4";"1";"0";"4";"N";"0.68";"None";"5.46";"2.23";"2.23";"2";"MOL";"0";"20";"4";"2";"0";"270.1368";"-0.50";"NEUTRAL";"C16H18N2O2";"NN(Cc1ccccc1)CC1COc2ccccc2O1";"IXTXYSAWZICAPV-UHFFFAOYSA-N"
"CHEMBL249097";"";"";"Small molecule";"";"335.37";"197";"231";"3.08";"113.16";"6";"4";"0";"5";"N";"0.57";"10.01";"4.42";"3.26";"3.26";"3";"MOL";"-1";"25";"7";"5";"0";"335.1382";"-1.20";"NEUTRAL";"C18H17N5O2";"Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1";"SFCBIFOAGRZJNX-UHFFFAOYSA-N"
"CHEMBL4104957";"RODATRISTAT";"KAR-5417|KAR5417|RODATRISTAT|RVT-1201/014";"Small molecule";"-1.0";"561.99";"5";"11";"5.09";"113.60";"7";"3";"2";"6";"N";"0.38";"0.87";"11.36";"3.24";"2.79";"3";"MOL";"0";"39";"8";"4";"2";"561.1755";"-0.72";"ZWITTERION";"C27H27ClF3N5O3";"Nc1nc(O[C@H](c2ccc(Cl)cc2-c2ccccc2)C(F)(F)F)cc(N2CCC3(CC2)CN[C@H](C(=O)O)C3)n1";"ZNSPHKJFQDEABI-NZQKXSOJSA-N"
"CHEMBL280378";"EPIROPRIM";"EPIROPRIM|RO 11-8958|TCMDC-137295";"Small molecule";"-1.0";"353.43";"21";"92";"2.82";"101.21";"7";"2";"0";"7";"N";"0.68";"None";"7.16";"3.12";"2.93";"3";"MOL";"0";"26";"7";"4";"0";"353.1852";"-0.62";"NEUTRAL";"C19H23N5O2";"CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1";"NMARPFMJVCXSAV-UHFFFAOYSA-N"
"CHEMBL3655703";"";"";"Small molecule";"";"702.83";"1";"1";"-0.62";"239.34";"10";"6";"2";"19";"N";"0.06";"9.98";"11.45";"-2.54";"-6.15";"2";"MOL";"-1";"49";"16";"8";"3";"702.3159";"-1.37";"BASE";"C32H46N8O8S";"COCCOCCNC(=O)CCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1";"YPXMUVBMSOSXCE-MHZLTWQESA-N"
"CHEMBL493116";"";"";"Small molecule";"";"543.65";"5";"6";"-0.13";"214.56";"7";"6";"2";"11";"N";"0.17";"9.98";"11.45";"-1.50";"-5.10";"2";"MOL";"-1";"38";"12";"9";"3";"543.2264";"-1.40";"BASE";"C25H33N7O5S";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(C(N)=O)CC2)c1";"MPYRGEWLKUBJJE-NRFANRHFSA-N"
"CHEMBL269455";"IMIRESTAT";"AL-1576|HOE 843|HOE-843|IMIRESTAT|Imirestat";"Small molecule";"-1.0";"286.24";"3";"8";"2.03";"58.20";"2";"2";"0";"0";"Y";"0.73";"8.65";"None";"2.11";"2.08";"2";"MOL";"0";"21";"4";"2";"0";"286.0554";"-0.49";"NEUTRAL";"C15H8F2N2O2";"O=C1NC(=O)C2(N1)c1cc(F)ccc1-c1ccc(F)cc12";"QCCHBHSAIQIQGO-UHFFFAOYSA-N"
"CHEMBL1552586";"";"";"Small molecule";"";"403.89";"17";"25";"5.65";"68.01";"5";"2";"1";"3";"N";"0.46";"13.16";"None";"5.60";"5.60";"4";"MOL";"-1";"26";"4";"3";"1";"403.0016";"-2.76";"NEUTRAL";"C18H11ClFN3OS2";"Nc1c(C(=O)Nc2ccc(Cl)cc2F)sc2nc(-c3cccs3)ccc12";"NSFJHJZRXLGMGP-UHFFFAOYSA-N"
"CHEMBL51934";"VELNACRINE";"1-HYDROXYTACRINE|1-OH-THA|HYDROXYTACRINE|VELNACRINE";"Small molecule";"-1.0";"214.27";"20";"57";"2.19";"59.14";"3";"2";"0";"0";"Y";"0.71";"None";"8.42";"1.40";"0.40";"2";"MOL";"0";"16";"3";"3";"0";"214.1106";"0.20";"NEUTRAL";"C13H14N2O";"Nc1c2c(nc3ccccc13)CCCC2O";"HLVVITIHAZBPKB-UHFFFAOYSA-N"
"CHEMBL4802253";"SISUNATOVIR HYDROCHLORIDE";"RV521.HCl|SISUNATOVIR HYDROCHLORIDE";"Small molecule";"-1.0";"482.91";"";"";"4.56";"64.15";"4";"1";"0";"6";"N";"0.57";"None";"9.08";"3.66";"2.00";"3";"MOL";"0";"32";"5";"2";"0";"446.1730";"-1.20";"BASE";"C23H23ClF4N4O";"Cl.NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F";"NYYYAFKAHRIPJW-UHFFFAOYSA-N"
